City,Zone,Name,Nature,Heritage,Age
SALEM,HASTHAMPATTY,TEMPLE,SRI SUGAVANESWARAN TEMPLE,TEMPLE,300
SALEM,HASTHAMPATTY,TEMPLE,KOTTAI ALAGIRINATHAR TEMPLE,TEMPLE,150
SALEM,HASTHAMPATTY,TEMPLE,KOTTAI MARIAMMAN TEMPLE,TEMPLE,140
