City,Zone,Name,Nature,Heritage,Age
Thanjavur,Thanjavur,Bragadeeswarar Temple,Monuments,Worship,More than 1000years
Thanjavur,Thanjavur,Palace,Monuments,Kings heritage residence,More than 1000years
Thanjavur,Thanjavur,Manora,Monuments,Tourist Visit,More than 800years
Thanjavur,Thanjavur,Old District Collectorate museum,Monuments,Tourist Visit,More than 800years
